Symbol,Name,Price_Intraday,Change,Percentage_Change
FSBC,"FSB Bancorp, Inc.",13.35,0,0
SLAB,Silicon Laboratories Inc.,114.11,3.05,2.75
HALO,"Halozyme Therapeutics, Inc.",37.69,4.77,14.49
FTXH,First Trust Nasdaq Pharmaceuticals ETF,24.8,0.04,0.16
WING,Wingstop Inc.,132.28,0.39,0.3
TUES,Tuesday Morning Corporation,0.2818,0,0
IVA,Inventiva S.A.,13.27,-0.03,-0.23
MFIN,Medallion Financial Corp.,3.13,0.14,4.68
LYL,Dragon Victory International Limited,2.73,0,0
CIZN,Citizens Holding Company,21.29,-0.44,-2.02
NTGN,"Neon Therapeutics, Inc.",3.07,0,0
SES,"Synthesis Energy Systems, Inc.",2.77,0,0
ORIT,Oritani Financial Corp.,,,0
MEDS,"Trxade Group, Inc.",4.62,0.24,5.48
GLG,"Bat Group, Inc.",2.4,-0.01,-0.41
CLOU,Global X Cloud Computing ETF Global X Cloud Computing ETF,25.54,-0.05,-0.2
TGTX,"TG Therapeutics, Inc.",28.21,-0.85,-2.92
CNSL,"Consolidated Communications Holdings, Inc.",4.83,0.02,0.42
ENOB,Enochian Biosciences Inc.,3.05,-0.01,-0.33
UBCP,"United Bancorp, Inc.",12.05,0.02,0.17
UBIO,ProShares UltraPro Nasdaq Biotechnology,17.7652,0,0
OHAI,OHA Investment Corporation,,,0
SCHN,"Schnitzer Steel Industries, Inc.",20.26,0.02,0.1
HCKT,"The Hackett Group, Inc.",14.5,0.06,0.42
LECO,"Lincoln Electric Holdings, Inc.",105.07,-0.71,-0.67
PSCC,Invesco S&P SmallCap Consumer Staples ETF,79.1684,0.0143,0.02
FTSL,First Trust Senior Loan Fund,46.26,0.07,0.15
FCAL,First Trust California Municipal High Income ETF,53.085,-0.065,-0.12
DISH,DISH Network Corporation,27.71,0.32,1.17
PIH,"1347 Property Insurance Holdings, Inc.",2.95,0.01,0.34
LESL,"Leslie's, Inc.",24.86,0.3,1.22
SGRP,"SPAR Group, Inc.",0.7844,0.0236,3.1
HGSH,China HGS Real Estate Inc.,1.38,0.07,5.34
FLN,First Trust Latin America AlphaDEX Fund,16.4947,0.2447,1.51
BL,"BlackLine, Inc.",111.35,-2.33,-2.05
NVEE,"NV5 Global, Inc.",61.31,-0.48,-0.78
ARCE,Arco Platform Limited,37.81,-0.23,-0.6
ARCB,ArcBest Corporation,33.31,-3.32,-9.06
SAMG,Silvercrest Asset Management Group Inc.,11,-0.99,-8.26
MSBF,MSB Financial Corp.,10.38,0.62,6.35
ARCC,Ares Capital Corporation,14.65,0,0
ZAGG,ZAGG Inc,3.21,0.01,0.31
CUTR,"Cutera, Inc.",19.7,-0.3,-1.5
VTRU,Vitru Limited,14.19,-0.05,-0.35
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,20.83,0.01,0.05
TANNZ,TravelCenters of America LLC 8% SR NT 2030,25.26,0.06,0.24
PBCT,"People's United Financial, Inc.",10.49,-0.52,-4.72
PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,28.708,-0.162,-0.56
PME,Pingtan Marine Enterprise Ltd.,2.15,-0.02,-0.92
PRQR,ProQR Therapeutics N.V.,4.2,-0.15,-3.45
TITN,Titan Machinery Inc.,15.47,-0.12,-0.77
DOOO,BRP Inc.,57.19,-1.03,-1.77
PCTI,"PCTEL, Inc.",5.07,-0.065,-1.27
KVHI,"KVH Industries, Inc.",9.03,0.36,4.15
VERBW,"Verb Technology Company, Inc.",0.3501,-0.0131,-3.61
SUNS,Solar Senior Capital Ltd.,13.19,0.24,1.85
ESXB,Community Bankers Trust Corporation,5.69,-0.03,-0.52
OPTN,"OptiNose, Inc.",3.63,-0.32,-8.1
LIQT,"LiqTech International, Inc.",7.12,-0.38,-5.07
STAF,"Staffing 360 Solutions, Inc.",1.115,-0.025,-2.19
PULM,"Pulmatrix, Inc.",1.15,0,0
CYOU,Changyou.com Limited,10.74,0.01,0.09
PFPT,"Proofpoint, Inc.",98.15,-1.09,-1.1
SNFCA,Security National Financial Corporation,6.74,-0.03,-0.44
OPGNW,"OpGen, Inc. Warrant
Data is currently not available
",20.25,0,0
ALYA,Alithya Group Inc.,2.56,-0.29,-10.18
MINI,"Mobile Mini, Inc.",29.5,29.5,0
CFFN,"Capitol Federal Financial, Inc.",11.14,-0.18,-1.59
CGO,Calamos Global Total Return Fund,12.72,0.11,0.87
NWFL,Norwood Financial Corp.,24.32,-0.9,-3.57
CCNE,CNB Financial Corporation,17.87,-0.9,-4.79
LIVK,LIV Capital Acquisition Corp.,9.83,0,0
YVR,Liquid Media Group Ltd.,1.92,0.27,16.36
VRML,"Vermillion, Inc.",4,-0.33,-7.62
ROCH,Roth CH Acquisition I Co.,10.09,0.01,0.1
FRME,First Merchants Corporation,26.31,-0.33,-1.24
BYFC,Broadway Financial Corporation,1.65,0.03,1.85
EWZS,iShares MSCI Brazil Small-Cap ETF,14.4,0.58,4.2
HHR,HeadHunter Group PLC,23.85,-0.18,-0.75
SKYS,"Sky Solar Holdings, Ltd.",7.17,0,0
SPCB,SuperCom Ltd.,0.835,0.0299,3.71
GLIBP,"GCI Liberty, Inc.",28.34,-0.14,-0.49
CBTX,"CBTX, Inc.",19,-0.01,-0.05
INSUW,Insurance Acquisition Corp.,2.84,0.02,0.71
FHL,Futu Holdings Limited,,,0
FTXR,First Trust Nasdaq Transportation ETF,24.58,-0.12,-0.49
JNCE,"Jounce Therapeutics, Inc.",6.76,-0.91,-11.86
SRPT,"Sarepta Therapeutics, Inc.",125.66,-19.49,-13.43
ZVZZT,ZVZZT,9.99,-0.03,-0.3
OPRT,Oportun Financial Corporation,14.77,-0.51,-3.34
WTFCP,Wintrust Financial Corporation,26.82,-0.17,-0.63
ACAD,ACADIA Pharmaceuticals Inc.,50.19,1.63,3.36
THTX,Theratechnologies Inc.,2.07,-0.08,-3.72
VRTSP,"Virtus Investment Partners, Inc.",100.25,2.71,2.78
ZIONP,"Zions Bancorporation, National Association",24.44,-0.01,-0.04
GFNSL,General Finance Corporation SR NT,25.25,0,0
PTGX,"Protagonist Therapeutics, Inc.",21.28,-1.77,-7.68
ACOR,"Acorda Therapeutics, Inc.",0.8057,-0.039,-4.62
WNEB,"Western New England Bancorp, Inc.",5.91,0.11,1.9
CVGW,"Calavo Growers, Inc.",68.99,-0.34,-0.49
CREG,China Recycling Energy Corporation,3.21,-0.25,-7.23
EEFT,"Euronet Worldwide, Inc.",98.52,0.06,0.06
CTIC,CTI BioPharma Corp.,3.26,-0.04,-1.21
SAVA,"Cassava Sciences, Inc.",10.7,0.19,1.81
CVLY,"Codorus Valley Bancorp, Inc.",13.31,-0.07,-0.52
ANDA,Andina Acquisition Corp. III,10.04,-0.05,-0.5
MDNA,Medicenna Therapeutics Corp.,4.04,-0.12,-2.88
WCLD,WisdomTree Cloud Computing Fund,46.67,0.07,0.15
SPLK,Splunk Inc.,201,-7.98,-3.82
FMK,First Trust Mega Cap AlphaDEX Fund,40.06,0.4012,1.01
BSCK,Invesco BulletShares 2020 Corporate Bond ETF,21.21,-0.01,-0.05
CTBI,"Community Trust Bancorp, Inc.",30.27,-1.13,-3.6
AMTI,Applied Molecular Transport Inc.,29.69,-1.53,-4.9
BKEPP,"Blueknight Energy Partners, L.P.",6.035,0.215,3.69
STOK,"Stoke Therapeutics, Inc.",39.87,-1.13,-2.76
UFO,Procure Space ETF,22.16,-0.37,-1.64
KBAL,"Kimball International, Inc.",10.58,0.28,2.72
PBBI,"PB Bancorp, Inc.",15.25,0.02,0.13
TXRH,"Texas Roadhouse, Inc.",72.11,-0.25,-0.35
CUI,"CUI Global, Inc.",0.7713,-0.0087,-1.12
TMDI,Titan Medical Inc.,0.6979,-0.022,-3.06
AACG,ATA Creativity Global,1.15,0.02,1.77
PBYI,"Puma Biotechnology, Inc.",7.78,-0.69,-8.15
ACHV,"Achieve Life Sciences, Inc.",8.21,-0.34,-3.98
AIRG,"Airgain, Inc.",12.8,-0.92,-6.71
MRCCL,Monroe Capital Corporation - 5.,24.48,0.28,1.16
STRT,Strattec Security Corporation,30.22,-0.05,-0.17
FLL,"Full House Resorts, Inc.",3.29,0.39,13.45
ACGL,Arch Capital Group Ltd.,31.55,-0.36,-1.13
SLDB,Solid Biosciences Inc.,3.22,-0.02,-0.62
UEPS,"Net 1 UEPS Technologies, Inc.",2.94,-0.19,-6.07
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.93,0,0
METXW,Meten EdtechX Education Group Ltd.,0.17,0,0
MLNX,"Mellanox Technologies, Ltd.",124.89,0,0
ITRN,Ituran Location and Control Ltd.,14.18,0.04,0.28
MKTX,MarketAxess Holdings Inc.,579.18,-1.99,-0.34
NBACR,Newborn Acquisition Corp.,0.24,-0.01,-4
KURA,"Kura Oncology, Inc.",35.76,0.84,2.41
OSBCP,Old Second Capital Trust I PFD TR SEC,10.12,10.12,0
ENDP,Endo International plc,4.48,-0.39,-8.01
DFHTW,Deerfield Healthcare Technology Acquisitions Corp.,1.51,0,0
DFHTU,Deerfield Healthcare Technology Acquisitions Corp.,10.63,-0.03,-0.28
ICCC,ImmuCell Corporation,5.41,-0.39,-6.72
NNOX,Nano-X Imaging Ltd.,34.07,2.32,7.31
CLFD,"Clearfield, Inc.",24.71,1.46,6.28
UNTY,"Unity Bancorp, Inc.",14.58,-0.48,-3.19
RIVE,Riverview Financial Corporation,6.87,-0.38,-5.24
MMLP,Martin Midstream Partners L.P.,1.44,-0.04,-2.7
ETON,"Eton Pharmaceuticals, Inc.",6.95,-0.02,-0.29
TMUS,"T-Mobile US, Inc.",123.56,6.3,5.37
OBNK,"Origin Bancorp, Inc.",22.8,-0.09,-0.39
BXRX,"Baudax Bio, Inc.",1.19,0.03,2.59
VERO,Venus Concept Inc.,2.13,-0.09,-4.05
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,66.357,-0.4133,-0.62
PEY,Invesco High Yield Equity Dividend Achievers ETF,15.15,-0.26,-1.69
VRM,"Vroom, Inc.",42.91,0.65,1.54
HABT,"The Habit Restaurants, Inc.",13.98,0.13,0.94
SENEB,Seneca Foods Corporation,42.08,0,0
MGRC,McGrath RentCorp,59.3,-0.16,-0.27
PDCE,"PDC Energy, Inc.",11.22,-0.66,-5.56
DWEQ,AdvisorShares DWA Alpha Equal Weight ETF,26.6167,0.51,1.95
CCOI,"Cogent Communications Holdings, Inc.",54.09,-0.95,-1.73
EGOV,NIC Inc.,23.05,-0.06,-0.26
CVTI,"Covenant Transportation Group, Inc.",13.95,0.1,0.72
MDRX,"Allscripts Healthcare Solutions, Inc.",11.23,0.1,0.9
RP,"RealPage, Inc.",61.39,-0.57,-0.92
ALSK,"Alaska Communications Systems Group, Inc.",3.05,0.01,0.33
ALACU,Alberton Acquisition Corporation,11.89,0,0
RNDM,First Trust Developed International Equity Select ETF,49.17,0.3789,0.78
BMTC,Bryn Mawr Bank Corporation,26.4,-0.83,-3.05
BTAI,"BioXcel Therapeutics, Inc.",53.07,-0.62,-1.15
ACRX,"AcelRx Pharmaceuticals, Inc.",1.45,-0.42,-22.46
AVXL,Anavex Life Sciences Corp.,4.91,-2.67,-35.22
NLOK,NortonLifeLock Inc.,20.39,-1.63,-7.4
TANNL,TravelCenters of America LLC SR NT,25.57,-0.14,-0.54
IDSY,"PowerFleet, Inc.",,,0
WTRE,Watford Holdings Ltd.,34.49,-0.02,-0.06
PI,"Impinj, Inc.",29.82,0.71,2.44
WVVI,"Willamette Valley Vineyards, Inc.",6.09,-0.01,-0.16
WTRH,Waitr Holdings Inc.,3.13,0.07,2.29
ACRS,"Aclaris Therapeutics, Inc.",4.12,0.15,3.78
CLBS,"Caladrius Biosciences, Inc.",1.52,-0.09,-5.59
RILYZ,"B. Riley Financial, Inc. SR NT 27",24.76,0.08,0.32
CETV,Central European Media Enterprises Ltd.,4.57,0,0
CTRE,"CareTrust REIT, Inc.",17.78,0.14,0.79
CHSCN,CHS Inc.,27.225,-0.425,-1.54
REDU,RISE Education Cayman Ltd,6.1,0.06,0.99
FSDC,FS Development Corp.,10.05,-0.06,-0.59
BSQR,BSQUARE Corporation,1.23,0.01,0.82
AEYE,"AudioEye, Inc.",20.57,0.26,1.28
NGHCP,National General Holdings Corp.,25.32,0.02,0.08
AACQU,Artius Acquisition Inc.,10.04,-0.01,-0.1
MLAC,Malacca Straits Acquisition Company Limited,9.65,0,0
TGLS,Tecnoglass Inc.,5.32,-0.08,-1.48
AAWW,"Atlas Air Worldwide Holdings, Inc.",60.6,-1.9,-3.04
PSACU,Property Solutions Acquisition Corp.,10.12,0.02,0.2
CASS,"Cass Information Systems, Inc.",40.07,-0.55,-1.35
SNH,Diversified Healthcare Trust,,,0
DSPG,"DSP Group, Inc.",15,0.05,0.33
ALLK,Allakos Inc.,99.27,0.4,0.4
GPAQ,Gordon Pointe Acquisition Corp.,12,-0.85,-6.61
CARE,Carter Bank & Trust,7.02,-0.12,-1.68
VIAB,Viacom Inc.,,,0
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,65.1481,0.3781,0.58
XAIR,"Beyond Air, Inc.",5.53,-0.02,-0.36
CMRX,"Chimerix, Inc.",3.08,-0.01,-0.32
WMG,Warner Music Group Corp.,27.01,-0.06,-0.22
ARAV,"Aravive, Inc.",4.36,-0.49,-10.1
NVEC,NVE Corporation,49.19,-0.33,-0.67
ACER,Acer Therapeutics Inc.,2.64,-0.11,-4
LGND,Ligand Pharmaceuticals Incorporated,86.4,-1.65,-1.87
AFYA,Afya Limited,26.09,-0.51,-1.92
CFRX,ContraFect Corporation,5.21,-0.08,-1.51
CTG,"Computer Task Group, Incorporated",5.8,0.12,2.11
CDNS,"Cadence Design Systems, Inc.",125.5,1.43,1.15
INBK,First Internet Bancorp,23.16,-1.02,-4.22
KIRK,"Kirkland's, Inc.",9.87,-0.71,-6.71
PPSI,"Pioneer Power Solutions, Inc.",2.62,-0.13,-4.73
MCBC,Macatawa Bank Corporation,7.23,-0.27,-3.6
ITI,"Iteris, Inc.",4.24,-0.03,-0.7
TCPC,BlackRock TCP Capital Corp.,10.52,0.04,0.38
CHNGU,Change Healthcare Inc.,56.18,0.62,1.12
SYMC,NortonLifeLock Inc.,,,0
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,21.79,0.02,0.09
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,22.46,0.01,0.04
BSCN,Invesco BulletShares 2023 Corporate Bond ETF,21.85,0,0
TUSK,"Mammoth Energy Services, Inc.",1.77,-0.03,-1.67
BDGE,"Bridge Bancorp, Inc.",18.73,-0.71,-3.65
NTEC,Intec Pharma Ltd.,3.11,0.31,11.07
TBPH,"Theravance Biopharma, Inc.",16.79,-2.69,-13.81
AMRHW,Ameri Holdings Inc WT ,0.0591,-0.0108,-15.45
OTRKP,"Ontrak, Inc. - 9.50% Series A C",25.08,0.12,0.48
EMXC,iShares MSCI Emerging Markets ex China ETF,49.19,0.17,0.35
BFST,"Business First Bancshares, Inc.",17.22,0.11,0.64
VIR,"Vir Biotechnology, Inc.",32.44,1.12,3.58
EVGN,Evogene Ltd.,2.71,0.11,4.23
LX,LexinFintech Holdings Ltd.,7.73,0.61,8.57
CIVB,"Civista Bancshares, Inc.",14.51,-0.58,-3.84
NXST,"Nexstar Media Group, Inc.",86.44,0.75,0.88
ALAC,Alberton Acquisition Corporation,10.78,0.01,0.09
TOPS,Top Ships Inc.,1.05,0.01,0.96
UNIT,Uniti Group Inc.,9.57,-0.09,-0.93
EBIZ,Global X E-commerce ETF,29.8708,0.2908,0.98
SSKN,"STRATA Skin Sciences, Inc.",1.28,-0.01,-0.78
BILI,Bilibili Inc.,48.87,2.81,6.1
IEP,Icahn Enterprises L.P.,52.47,-0.24,-0.46
ALJJ,"ALJ Regional Holdings, Inc.",1.13,-0.01,-0.88
FFWM,First Foundation Inc.,14.84,-0.28,-1.85
ALRN,"Aileron Therapeutics, Inc.",1.13,-0.03,-2.59
OZK,Bank OZK,24.11,-0.98,-3.91
RNEM,First Trust Emerging Markets Equity Select ETF,43.8117,0.3817,0.88
GRNQ,Greenpro Capital Corp.,1.53,-0.02,-1.29
CART,"Carolina Trust BancShares, Inc.",,,0
MTLS,Materialise NV,38.92,0.54,1.41
OVID,Ovid Therapeutics Inc.,4.98,-0.33,-6.21
LBTYA,Liberty Global plc,19.5,-0.31,-1.56
LBTYB,Liberty Global plc,20.18,-0.52,-2.51
ASND,Ascendis Pharma A/S,168.98,-3.42,-1.98
SNY,Sanofi,49.25,-1.08,-2.15
VGSH,Vanguard Short-Term Treasury Index Fund ETF Shares,62,-0.01,-0.02
TRNX,"Taronis Technologies, Inc.",0.0154,-0.0005,-3.14
MIRM,"Mirum Pharmaceuticals, Inc.",17.92,0.02,0.11
RNMC,First Trust Mid Cap US Equity Select ETF,20.984,-0.181,-0.86
EQOSW,Diginex Limited,0.76,-0.02,-2.56
PUI,Invesco DWA Utilities Momentum ETF,31.3853,-0.2814,-0.89
FTLB,First Trust Hedged BuyWrite Income ETF,19.8177,0.0232,0.12
FRHC,Freedom Holding Corp.,31.01,0.52,1.71
OPES,Opes Acquisition Corp.,10.65,-0.05,-0.47
QABA,First Trust NASDAQ ABA Community Bank Index Fund,36.4217,-0.6911,-1.86
WSTG,"Wayside Technology Group, Inc.",22.2,0.18,0.82
DAVE,"BBQ Holdings, Inc.",,,0
LBTYK,Liberty Global plc,19.05,-0.3,-1.55
GNTY,"Guaranty Bancshares, Inc.",27.58,-1.04,-3.63
DTIL,"Precision BioSciences, Inc.",6.705,-0.305,-4.35
MRLN,Marlin Business Services Corp.,8.26,-0.21,-2.48
CDNA,"CareDx, Inc",54.04,-0.08,-0.15
ZGYHU,Yunhong International,10.13,-0.03,-0.3
BRLI,Brilliant Acquisition Corporation,9.75,0,0
FRAN,Francesca's Holdings Corporation,3.28,0.22,7.19
EXC,Exelon Corporation,42.84,-0.23,-0.53
CHEF,"The Chefs' Warehouse, Inc.",14.055,0.325,2.37
PRTK,"Paratek Pharmaceuticals, Inc.",5.61,0.58,11.53
GLBZ,Glen Burnie Bancorp,9.22,-1.03,-10.05
HURC,"Hurco Companies, Inc.",29.89,-0.06,-0.2
BKNG,Booking Holdings Inc.,1783.75,15.44,0.87
RDHL,RedHill Biopharma Ltd.,8.73,0.01,0.11
CERC,Cerecor Inc.,2.06,-0.03,-1.44
FUND,"Sprott Focus Trust, Inc.",6.21,-0.09,-1.43
KZIA,Kazia Therapeutics Limited,6.05,0.07,1.17
TEDU,"Tarena International, Inc.",2.14,0.15,7.54
NEWA,"Newater Technology, Inc.",3.42,-0.03,-0.87
UFCS,"United Fire Group, Inc.",19.16,-0.72,-3.62
ARRY,"Array Technologies, Inc.",44.81,5.47,13.9
BSY,"Bentley Systems, Incorporated",36.93,0.24,0.65
GRIN,Grindrod Shipping Holdings Ltd.,3.73,-0.04,-1.06
SYTA,Siyata Mobile Inc.,5.84,0.155,2.73
JYNT,The Joint Corp.,21.14,0.75,3.68
CRVL,CorVel Corporation,85.69,-2,-2.28
CYCN,"Cyclerion Therapeutics, Inc.",2.48,-0.05,-1.98
CPTA,Capitala Finance Corp.,10.33,0.6,6.17
MTP,Midatech Pharma plc,1.81,-0.03,-1.63
MVBF,MVB Financial Corp.,17.54,0.01,0.06
CHCO,City Holding Company,58.83,-0.99,-1.65
AMHCW,Amplitude Healthcare Acquisition Corporation,1,0,0
TRMK,Trustmark Corporation,22.91,-0.16,-0.69
ICPT,"Intercept Pharmaceuticals, Inc.",28.15,-1.27,-4.32
ENG,ENGlobal Corporation,0.7801,-0.0299,-3.69
VXUS,Vanguard Total International Stock Index Fund ETF Shares,54.83,0.17,0.31
CBAY,"CymaBay Therapeutics, Inc.",7.85,-0.65,-7.65
NICE,NICE Ltd.,252.51,-0.79,-0.31
AMTD,TD Ameritrade Holding Corporation,39.97,-0.85,-2.08
MAYS,"J.W. Mays, Inc.",23.98,-1.02,-4.08
UEIC,Universal Electronics Inc.,42.39,4.09,10.68
LILA,Liberty Latin America Ltd.,9.87,-0.37,-3.61
MYGN,"Myriad Genetics, Inc.",14.29,0.15,1.06
FLXS,"Flexsteel Industries, Inc.",31.35,-0.2,-0.63
SSPKW,Silver Spike Acquisition Corp.,0.5799,0.0898,18.32
TLSA,Tiziana Life Sciences PLC,3.44,-0.34,-8.99
XCUR,"Exicure, Inc.",1.55,-0.03,-1.9
SRAC,Stable Road Acquisition Corp.,10.15,-0.09,-0.88
CIBR,First Trust NASDAQ Cybersecurity ETF,36.36,0.08,0.22
JKI,iShares Morningstar Mid-Cap Value ETF,138.57,-1.552,-1.11
TTNP,"Titan Pharmaceuticals, Inc.",0.099,-0.0019,-1.88
CLSD,"Clearside Biomedical, Inc.",1.34,-0.04,-2.9
TWCTU,TWC Tech Holdings II Corp.,10.06,-0.02,-0.2
LMNL,Liminal BioSciences Inc.,4.13,0.03,0.73
IFGL,iShares International Developed Real Estate ETF,24.6,0,0
TAOP,Taoping Inc.,2.81,-0.1,-3.44
ASLN,ASLAN Pharmaceuticals Limited,1.55,-0.01,-0.64
DHIL,"Diamond Hill Investment Group, Inc.",140.76,-4.48,-3.08
TBNK,Territorial Bancorp Inc.,20.75,-0.42,-1.98
EA,Electronic Arts Inc.,119.19,-9.14,-7.12
VETS,Pacer Military Times Best Employers ETF,30.7148,-0.0922,-0.3
VRNA,Verona Pharma plc,5.99,0.11,1.87
DZSI,"DASAN Zhone Solutions, Inc.",12.45,0.29,2.38
SORL,"SORL Auto Parts, Inc.",4.72,0,0
DGLY,"Digital Ally, Inc.",2.92,0.27,10.19
INMB,INmune Bio Inc.,7.69,-0.76,-8.99
BGRN,iShares Global Green Bond ETF,55.88,-0.11,-0.2
PLRX,"Pliant Therapeutics, Inc.",21.84,-0.72,-3.19
DXLG,"Destination XL Group, Inc.",0.2748,0.0059,2.19
AUPH,Aurinia Pharmaceuticals Inc.,13.77,-0.47,-3.3
FMBIO,"First Midwest Bancorp, Inc.",27.545,-0.405,-1.45
VIACA,ViacomCBS Inc.,30.38,-2.04,-6.29
CNST,"Constellation Pharmaceuticals, Inc.",21.49,0.54,2.58
AFIN,"American Finance Trust, Inc.",5.9,-0.22,-3.59
PRTS,"U.S. Auto Parts Network, Inc.",13.99,-0.51,-3.52
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",10.1,-0.1,-0.98
FSTR,L.B. Foster Company,13.55,-0.25,-1.81
HURN,Huron Consulting Group Inc.,38.49,-2.59,-6.3
RTRX,"Retrophin, Inc.",21.57,0.69,3.3
CHPMU,CHP Merger Corp.,10.65,0.13,1.24
FLIR,"FLIR Systems, Inc.",34.75,-0.9,-2.52
PIE,Invesco DWA Emerging Markets Momentum ETF,20.8824,0.0324,0.16
RMR,The RMR Group Inc.,26.73,-1.2,-4.3
GLNG,Golar LNG Limited,7.87,-0.31,-3.79
LMFAW,Lm Funding WT ,0.0204,-0.0146,-41.71
LFVN,LifeVantage Corporation,10.79,-0.15,-1.37
SNHNL,Diversified Healthcare Trust,10.77,-0.32,-2.89
UHAL,AMERCO,384.96,-15.13,-3.78
DUO,Fangdd Network Group Ltd.,6.71,-0.17,-2.47
NEPT,Neptune Wellness Solutions Inc.,2.01,0.19,10.44
PIRS,"Pieris Pharmaceuticals, Inc.",2.55,-0.16,-5.9
BND,Vanguard Total Bond Market Index Fund ETF Shares,88.02,-0.2,-0.23
HCCHR,HL Acquisition Corp. RT,1,0.1,11.11
ACEVU,ACE Convergence Acquisition Corp.,10,0.02,0.2
EXPO,"Exponent, Inc.",74.61,-0.72,-0.96
NRIX,"Nurix Therapeutics, Inc.",23.19,-2.05,-8.12
ATSG,"Air Transport Services Group, Inc.",28.48,-0.24,-0.84
PWOD,"Penns Woods Bancorp, Inc.",21.54,-0.79,-3.54
SMRT,"Stein Mart, Inc.",0.0739,-0.0391,-34.6
IMGN,"ImmunoGen, Inc.",6.08,0.03,0.5
IQ,"iQIYI, Inc.",25.8,0,0
FSV,FirstService Corporation,144.21,3.22,2.28
BNFT,"Benefitfocus, Inc.",10.08,-0.82,-7.52
LKCO,Luokung Technology Corp.,0.42,-0.008,-1.87
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.79,0.185,0.7
DRIO,DarioHealth Corp.,11.64,-0.62,-5.06
SECO,Secoo Holding Limited,2.61,0.01,0.38
ORIC,"ORIC Pharmaceuticals, Inc.",24.01,-0.01,-0.04
MDGS,Medigus Ltd.,2.12,-0.07,-3.2
APDN,"Applied DNA Sciences, Inc.",7.19,0.13,1.84
KSMT,Kismet Acquisition One Corp,9.8,0.1,1.03
STXB,"Spirit of Texas Bancshares, Inc.",14.01,0.35,2.56
SMH,VanEck Vectors Semiconductor ETF,197,3.01,1.55
GDRX,"GoodRx Holdings, Inc.",50.24,-0.43,-0.85
LATNU,Union Acquisition Corp. II,10.21,0,0
ZNGA,Zynga Inc.,8.725,-0.425,-4.64
LMPX,"LMP Automotive Holdings, Inc.",26.6,1.03,4.03
FEM,First Trust Emerging Markets AlphaDEX Fund,22.96,0.16,0.7
ISEM,Invesco RAFI Strategic Emerging Markets ETF,24.26,0.0938,0.39
TDIV,First Trust NASDAQ Technology Dividend Index Fund,44.99,0.06,0.13
QTRH,Quarterhill Inc.,1.2,0,0
STLD,"Steel Dynamics, Inc.",32.04,-0.21,-0.65
RUSHB,"Rush Enterprises, Inc.",32.2,-1.54,-4.56
DENN,Denny's Corporation,9.08,-0.07,-0.77
AMEH,"Apollo Medical Holdings, Inc.",17.19,-0.56,-3.15
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,42.7172,-0.3213,-0.75
DHCNL,Diversified Healthcare Trust,19.94,-0.46,-2.25
DHCNI,Diversified Healthcare Trust  -,18.6,-0.45,-2.36
PMD,Psychemedics Corporation,3.83,0.04,1.06
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,26.04,0.02,0.08
INSG,Inseego Corp.,9.39,-0.01,-0.11
CVV,CVD Equipment Corporation,4.42,-0.04,-0.9
FEMB,First Trust Emerging Markets Local Currency Bond ETF,35.82,0.11,0.31
MGEE,"MGE Energy, Inc.",66.51,-0.7,-1.04
PTVCB,Protective Insurance Corporation,13.5,0,0
PPC,Pilgrim's Pride Corporation,17,-0.05,-0.29
ATRO,Astronics Corporation,6.79,-0.02,-0.29
IZEA,"IZEA Worldwide, Inc.",0.7248,-0.0046,-0.63
SPTN,SpartanNash Company,18.41,-0.07,-0.38
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,22.4429,-0.1651,-0.73
HDSN,Hudson Technologies Inc.,1.07,-0.01,-0.93
CFFI,C&F Financial Corporation,32.03,0.03,0.09
LNDC,Landec Corporation,9.44,-0.27,-2.78
BSMN,Invesco BulletShares (R) 2023 Municipal Bond ETF,25.55,-0.01,-0.04
RYAAY,Ryanair Holdings plc,88,0.96,1.1
OXFD,Oxford Immunotec Global PLC,13.5,0.09,0.67
EVSTC,Eaton Vance Stock NextShares,99.85,0,0
TTOO,"T2 Biosystems, Inc.",1.23,-0.08,-6.11
RUHN,Ruhnn Holding Limited,2.4,0,0
BPOP,"Popular, Inc.",44.58,-0.27,-0.6
SINO,"Sino-Global Shipping America, Ltd.",1.94,0.12,6.59
AMCIW,AMCI Acquisition Corp.,0.3313,-0.0075,-2.21
ATCXW,"Atlas Technical Consultants, Inc.",1.08,0.05,4.85
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,21.57,-0.03,-0.14
BBCP,"Concrete Pumping Holdings, Inc.",3.4,-0.01,-0.29
PVAC,Penn Virginia Corporation,6.46,-0.49,-7.05
CCAP,"Crescent Capital BDC, Inc.",14.08,0.08,0.57
AREC,American Resources Corporation,1.36,-0.09,-6.21
PVAL,Principal Contrarian Value Index ETF,24.63,-0.09,-0.36
