Symbol,Name,Price_Intraday,Change,Percentage_Change
KCAPL,"KCAP Financial, Inc. 6.125% NT 2022",24.7,0.23,0.94
TIVO,TiVo Corporation,6.09,0,0
BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,25.695,0,0
EMXF,iShares Trust  - iShares ESG Advanced MSCI EM ETF,38.7632,0.3232,0.84
URGN,UroGen Pharma Ltd.,23.71,-1.72,-6.76
PMOM,Principal Sustainable Momentum Index ETF,27.69,-0.41,-1.46
NVFY,"Nova LifeStyle, Inc.",2,0.01,0.5
LIVX,"LiveXLive Media, Inc.",2.17,0.04,1.88
ZSAN,Zosano Pharma Corporation,0.3362,-0.0061,-1.78
UTSI,UTStarcom Holdings Corp.,1.03,0.174,20.33
CTHR,"Charles & Colvard, Ltd.",0.9953,0.0832,9.12
MSON,"Misonix, Inc.",11.75,-0.05,-0.42
PSCT,Invesco S&P SmallCap Information Technology ETF,98.79,-0.33,-0.33
UCTT,"Ultra Clean Holdings, Inc.",25.43,0.03,0.12
RMTI,"Rockwell Medical, Inc.",0.885,-0.0322,-3.51
ZIONO,"Zions Bancorporation, National Association",26.96,-0.49,-1.79
VSTM,"Verastem, Inc.",1.22,-0.06,-4.69
AAOI,"Applied Optoelectronics, Inc.",7.69,-2.33,-23.25
LTRN,Lantern Pharma Inc.,16.19,-0.575,-3.43
KDP,Keurig Dr Pepper Inc.,28.66,-0.14,-0.49
VSPRU,Vesper Healthcare Acquisition Corp.,10.15,-0.02,-0.2
CRWS,"Crown Crafts, Inc.",5.85,-0.03,-0.51
SUMR,"Summer Infant, Inc.",20.97,1.57,8.09
MCAC,Mountain Crest Acquisition Corp,10.05,0,0
MXIM,"Maxim Integrated Products, Inc.",79.48,1.59,2.04
IXUS,iShares Core MSCI Total International Stock ETF,61.36,0.24,0.39
HBMD,"Howard Bancorp, Inc.",10.35,-0.07,-0.67
CDXS,"Codexis, Inc.",14.5,-0.01,-0.07
KOD,Kodiak Sciences Inc.,108.59,0.96,0.89
ICHR,"Ichor Holdings, Ltd.",27.18,-0.18,-0.66
BIIB,Biogen Inc.,328.9,0,0
RNDV,First Trust US Equity Dividend Select ETF,22.2158,-0.1176,-0.53
GRNV,GreenVision Acquisition Corp.,9.98,0.01,0.1
MANT,ManTech International Corporation,72.3,1.05,1.47
CBPO,"China Biologic Products Holdings, Inc.",116.28,-0.12,-0.1
GLDI,Credit Suisse X-Links Gold Shares Covered Call ETN,10.08,0.02,0.2
CAR,"Avis Budget Group, Inc.",30.95,-1.36,-4.21
ADBE,Adobe Inc.,494.63,-1.84,-0.37
ZEAL,Zealand Pharma A/S,39.71,0.74,1.9
NEBU,Nebula Acquisition Corporation,13.75,0.4,3
CRTD,"Jerrick Media Holdings, Inc.",2.43,0.03,1.25
HYRE,HyreCar Inc.,4.45,0.31,7.49
GENY,Principal Millennials Index ETF,53.2915,0.5741,1.09
SGEN,"Seattle Genetics, Inc.",173.63,-8.12,-4.47
JAN,JanOne Inc.,3.8,-0.09,-2.31
CODA,"Coda Octopus Group, Inc.",5.37,-0.13,-2.36
FXNC,First National Corporation,14.1,0.01,0.07
TPTX,"Turning Point Therapeutics, Inc.",103.42,-7.95,-7.14
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,39.25,0.1523,0.39
CAMT,Camtek Ltd.,19.52,-0.15,-0.76
BSTC,BioSpecifics Technologies Corp.,88.22,-0.04,-0.05
OFSSZ,OFS Capital Corporation - 6.50%,22.5,0,0
AUDC,AudioCodes Ltd.,28.86,-0.86,-2.89
ALTA,Altabancorp,22.74,-0.42,-1.81
GLDD,Great Lakes Dredge & Dock Corporation,10.24,-0.17,-1.63
TNAV,"Telenav, Inc.",4.74,0.01,0.21
ADI,"Analog Devices, Inc.",133.5,3.1,2.38
GRTS,"Gritstone Oncology, Inc.",2.57,0,0
FORM,"FormFactor, Inc.",33.8,0.24,0.72
LFACW,LF Capital Acquisition Corp. WT EXP 062220,1.65,0.03,1.85
AGBAW,AGBA Acquisition Limited,0.1751,0.0001,0.06
FTC,First Trust Large Cap Growth AlphaDEX Fund,91.5845,0.9552,1.05
ULBI,Ultralife Corporation,5.27,0.08,1.54
EXPCU,Experience Investment Corp.,10.1,-0.11,-1.08
PEBK,"Peoples Bancorp of North Carolina, Inc.",18.65,-0.32,-1.69
NCBS,"Nicolet Bankshares, Inc.",60.3,-1.84,-2.96
GOVX,"GeoVax Labs, Inc.",2.81,-0.09,-3.1
BNKL,Bionik Laboratories Corp.,1.29,0.115,9.79
CTEC,60681,16.66,0.213,1.3
HLG,Hailiang Education Group Inc.,65.4,0.24,0.37
CVAC,CureVac N.V. ,50.48,0.33,0.66
EQRR,ProShares Equities for Rising Rates ETF,30.7636,-0.4612,-1.48
BRLIW,Brilliant Acquisition Corporation,0.23,0,0
FTA,First Trust Large Cap Value AlphaDEX Fund,48.9411,-0.4889,-0.99
LATNW,Union Acquisition Corp. II,0.39,0.0399,11.4
LRCX,Lam Research Corporation,409.42,9.71,2.43
SCPH,scPharmaceuticals Inc.,9.02,0.07,0.78
MHLD,"Maiden Holdings, Ltd.",1.23,0.01,0.82
LCAHU,"Landcadia Holdings II, Inc.",16,1.25,8.47
AIRR,First Trust RBA American Industrial RenaissanceTM ETF,27.8901,-0.3062,-1.09
ATHX,"Athersys, Inc.",1.76,-0.05,-2.76
AVNW,"Aviat Networks, Inc.",22.44,2.02,9.89
KBWY,Invesco KBW Premium Yield Equity REIT ETF,16.67,-0.42,-2.46
ARTLW,"Artelo Biosciences, Inc.",0.0671,-0.0271,-28.77
IMRN,Immuron Limited,6.23,0.01,0.16
GECCL,"Great Elm Capital Group, Inc.",23.3,-0.2,-0.85
KBWD,Invesco KBW High Dividend Yield Financial ETF,13.86,-0.21,-1.49
GILT,Gilat Satellite Networks Ltd.,6.08,0.17,2.88
MFH,JMU Limited,2.71,-0.01,-0.37
CVGI,"Commercial Vehicle Group, Inc.",6.7,0.06,0.9
FARM,Farmer Bros. Co.,3.72,-0.41,-9.93
SIEN,"Sientra, Inc.",4.41,-0.03,-0.68
CHDN,Churchill Downs Incorporated,167.94,-3.87,-2.25
XTLB,XTL Biopharmaceuticals Ltd.,2.28,0,0
COWNL,Cowen Inc. - 7.75% Senior Notes,27.09,-0.26,-0.95
VRRM,Verra Mobility Corporation,10.24,-0.255,-2.43
RNET,"RigNet, Inc.",3.79,-0.41,-9.76
PCVX,"Vaxcyte, Inc.",35.98,-1.62,-4.31
KZR,"Kezar Life Sciences, Inc.",5.1,-0.37,-6.76
ROOT,"Root, Inc.",22.74,-1.02,-4.29
HLXA,Helix Acquisition Corp.,10.35,0.06,0.58
MCFE,McAfee Corp.,16.8,-0.2,-1.18
FDNI,First Trust Dow Jones International Internet ETF,44.79,0.43,0.97
LPTH,"LightPath Technologies, Inc.",2.5,-0.06,-2.34
EVSI,"Envision Solar International, Inc.",12.11,0.36,3.06
NCSM,"NCS Multistage Holdings, Inc.",0.7863,0.0204,2.66
NEWT,Newtek Business Services Corp.,16.6,-0.43,-2.52
XEL,Xcel Energy Inc.,73.31,-0.42,-0.57
MPB,"Mid Penn Bancorp, Inc.",20.27,0.01,0.05
FDBC,"Fidelity D & D Bancorp, Inc.",48.71,-1.38,-2.76
CLRBZ,Cellectar Bio Sra WT,0.133,0.0044,3.42
MYOS,MYOS RENS Technology Inc.,1.13,0.02,1.8
KOOL,"ThermoGenesis Holdings, Inc.",,,0
CCB,Coastal Financial Corporation,17.77,-0.08,-0.45
DMLP,"Dorchester Minerals, L.P.",10.01,-0.14,-1.38
CHFS,"CHF Solutions, Inc.",6.28,-0.02,-0.32
VIOT,"Viomi Technology Co., Ltd",6.1,0.03,0.49
WYNN,"Wynn Resorts, Limited",80.07,-0.06,-0.07
VIRC,Virco Mfg. Corporation,2.01,0,0
LRAD,LRAD Corporation,,,0
GBDCV,"Golub Capital BDC, Inc.",1.05,-3.95,-79
LIVKU,LIV Capital Acquisition Corp.,10.2,0,0
MOFG,"MidWestOne Financial Group, Inc.",20.09,-0.79,-3.78
SPWH,"Sportsman's Warehouse Holdings, Inc.",14.14,-0.115,-0.81
FLUX,"Flux Power Holdings, Inc.",9.86,0.83,9.19
SMED,Sharps Compliance Corp.,6.73,0.07,1.05
FIBK,"First Interstate BancSystem, Inc.",33.98,-0.33,-0.96
LYTS,LSI Industries Inc.,7.17,-0.07,-0.97
XELB,"Xcel Brands, Inc.",0.91,0,0
FOXA,Fox Corporation,25.95,-0.66,-2.48
SLNO,"Soleno Therapeutics, Inc.",1.94,-0.03,-1.52
HWCPL,Hancock Whitney Corporation 5.95% SUB NT 45,25.32,-0.2,-0.78
SHIP,Seanergy Maritime Holdings Corp.,0.4401,0.0175,4.14
PGNX,"Progenics Pharmaceuticals, Inc.",4.1,-0.425,-9.39
VONV,Vanguard Russell 1000 Value Index Fund ETF Shares,107.97,-0.19,-0.18
TOWN,TowneBank,17.57,-0.51,-2.82
LPLA,LPL Financial Holdings Inc.,76.15,-2.49,-3.17
ON,ON Semiconductor Corporation,26.58,0.13,0.49
GOODM,Gladstone Commercial Corporation,25.05,0.01,0.04
DSWL,"Deswell Industries, Inc.",2.83,-0.02,-0.7
CSBR,"Champions Oncology, Inc.",8.88,-0.4,-4.31
FTACU,FinTech Acquisition Corp. III,12.31,0,0
SWTX,"SpringWorks Therapeutics, Inc.",57.85,-6.02,-9.43
CFFA,CF Finance Acquisition Corp.,9.94,-0.29,-2.83
SSSS,Sutter Rock Capital Corp.,9.76,0.68,7.49
HSTO,Histogen Inc.,1.69,-0.04,-2.31
NBN,Northeast Bank,19.47,-0.84,-4.14
KERN,Akerna Corp.,4.11,1.01,32.58
PHO,Invesco Water Resources ETF,43.01,0.36,0.84
OVLY,Oak Valley Bancorp,16.4,-0.6,-3.53
EYPT,"EyePoint Pharmaceuticals, Inc.",0.3723,-0.0193,-4.93
MAGS,Magal Security Systems Ltd.,3.83,0.06,1.59
BCDA,"BioCardia, Inc.",1.92,-0.06,-3.03
FONR,FONAR Corporation,18.52,-0.32,-1.7
FORD,"Forward Industries, Inc.",1.58,0,0
CHMA,"Chiasma, Inc.",4.04,0.1,2.54
GRSV,"Gores Holdings V, Inc.",9.8,0,0
MGLN,"Magellan Health, Inc.",76.27,-2.83,-3.58
CSCO,"Cisco Systems, Inc.",37.53,0.3,0.81
MACK,"Merrimack Pharmaceuticals, Inc.",3.82,-0.02,-0.52
CLVS,"Clovis Oncology, Inc.",4.26,-0.21,-4.7
SOLO,Electrameccanica Vehicles Corp.,3.59,-0.18,-4.77
HALL,"Hallmark Financial Services, Inc.",2.74,-0.22,-7.43
FRTA,"Forterra, Inc.",14.57,-0.18,-1.22
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,23.905,0.175,0.74
FRAF,Franklin Financial Services Corporation,22.84,-0.42,-1.81
TAYD,"Taylor Devices, Inc.",9.28,-0.06,-0.64
BLCT,BlueCity Holdings Limited,10.14,0.43,4.43
IDCC,"InterDigital, Inc.",58.07,-2.18,-3.62
QRTEA,"Qurate Retail, Inc.",8.13,0.02,0.25
MELI,"MercadoLibre, Inc.",1485.86,48.06,3.34
CHRS,"Coherus BioSciences, Inc.",16.68,-1.6,-8.75
KRON,"Kronos Bio, Inc.",30.4,2.64,9.51
BWMCU,"Atlas Technical Consultants, Inc.",11.35,0,0
NESR,National Energy Services Reunited Corp.,6.59,-0.2,-2.95
IROQ,"IF Bancorp, Inc.",17.26,-0.07,-0.4
INGN,"Inogen, Inc.",29.19,2,7.36
NFIN,Netfin Acquisition Corp.,10.28,0.08,0.78
VERB,"Verb Technology Company, Inc.",1.09,0,0
NDSN,Nordson Corporation,210.66,2.19,1.05
KPTI,Karyopharm Therapeutics Inc.,14.15,-0.77,-5.16
SINT,"Sintx Technologies, Inc.",1.75,-0.06,-3.31
CHRW,"C.H. Robinson Worldwide, Inc.",90.62,1.82,2.05
KTRA,"Kintara Therapeutics, Inc.",1.29,-0.01,-0.77
SGMO,"Sangamo Therapeutics, Inc.",11.185,-0.805,-6.71
WBA,"Walgreens Boots Alliance, Inc.",37.31,-0.22,-0.59
RGLS,Regulus Therapeutics Inc.,0.497,0.0033,0.67
USCR,"U.S. Concrete, Inc.",34.25,-0.62,-1.78
VIRT,"Virtu Financial, Inc.",23.59,1.65,7.52
TWNKW,"Hostess Brands, Inc.",1.22,0.04,3.39
PMVP,"PMV Pharmaceuticals, Inc.",37,0.49,1.34
LAND,Gladstone Land Corporation,13.86,-0.26,-1.84
KBSF,KBS Fashion Group Limited,2.07,-0.15,-6.76
MOSY,"MoSys, Inc.",1.57,-0.12,-7.1
ACTCU,ArcLight Clean Transition Corp.,9.95,0,0
SSNT,"SilverSun Technologies, Inc.",2.82,-0.04,-1.4
TSC,"TriState Capital Holdings, Inc.",12.67,-1.15,-8.32
HGBL,Heritage Global Inc.,1.77,0,0
BRKR,Bruker Corporation,46.46,0.03,0.06
VRNS,"Varonis Systems, Inc.",126.66,0.5,0.4
TAST,"Carrols Restaurant Group, Inc.",5.31,-0.24,-4.32
VLDR,"Velodyne Lidar, Inc.",13.87,-1.07,-7.16
MLACW,Malacca Straits Acquisition Company Limited,0.46,-0.0389,-7.8
ESGE,iShares ESG MSCI EM ETF,38.94,0.22,0.57
HEBT,"Hebron Technology Co., Ltd.",14.1,0.33,2.4
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,55,-0.05,-0.09
JKHY,"Jack Henry & Associates, Inc.",157.16,3.5,2.28
FRBK,"Republic First Bancorp, Inc.",2.35,-0.01,-0.42
NYMTN,"New York Mortgage Trust, Inc.",19.9,-0.09,-0.45
ADTN,"ADTRAN, Inc.",12.19,-0.69,-5.36
CHUY,"Chuy's Holdings, Inc.",20.97,-1,-4.55
PSET,Principal Price Setters Index ETF,45.0126,0.2234,0.5
API,"Agora, Inc.",43.25,-0.65,-1.48
VTWG,Vanguard Russell 2000 Growth Index Fund ETF Shares,176.77,-0.75,-0.42
CBMB,"CBM Bancorp, Inc.",12.32,0.04,0.33
RDCM,RADCOM Ltd.,7.99,0.05,0.63
TXG,"10x Genomics, Inc.",147.7,-0.89,-0.6
ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,21.7659,-0.0006,0
FBZ,First Trust Brazil AlphaDEX Fund,11.65,0.3258,2.88
ARYBU,ARYA Sciences Acquisition Corp II,10.51,-0.07,-0.66
EBMT,"Eagle Bancorp Montana, Inc.",18.74,-0.68,-3.5
MRUS,Merus N.V.,12.61,0.07,0.56
LMNX,Luminex Corporation,23.15,-0.68,-2.85
CRSAU,Crescent Acquisition Corp.,10.25,0,0
MATW,Matthews International Corporation,21.75,-0.75,-3.33
AXGN,"AxoGen, Inc.",13.89,-0.07,-0.5
STRA,"Strategic Education, Inc.",87.55,-2.41,-2.68
LIVE,Live Ventures Incorporated,10.45,-0.56,-5.09
SYBX,"Synlogic, Inc.",2.03,0.03,1.5
SFBS,"ServisFirst Bancshares, Inc.",36.16,-0.52,-1.42
PRTO,"Proteon Therapeutics, Inc.",,,0
IUSB,iShares Core Total USD Bond Market ETF,54.32,-0.13,-0.24
AXNX,"Axonics Modulation Technologies, Inc.",47.78,0.8,1.7
ERYP,ERYTECH Pharma S.A.,6.77,-0.33,-4.65
BFC,Bank First Corporation,63.26,-0.75,-1.17
AYTU,"Aytu BioScience, Inc.",1.02,-0.02,-1.92
MGNX,"MacroGenics, Inc.",19.79,-1.21,-5.76
DJCO,Daily Journal Corporation,275,-0.81,-0.29
EDUT,Global X Funds - Global X Education ETF,16.4,-0.11,-0.67
RDNT,"RadNet, Inc.",16.77,-0.02,-0.12
EVLMC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares,99.96,0.0177,0.02
SVMK,SVMK Inc.,21.86,-0.66,-2.93
AMRN,Amarin Corporation plc,4.28,-0.23,-5.1
EDTK,Skillful Craftsman Education Technology Limited,2.9,-0.08,-2.68
OXLCM,Oxford Lane Capital Corp.,24.01,-0.14,-0.58
RVSB,"Riverview Bancorp, Inc.",4.75,-0.1,-2.06
LSAC,LifeSci Acquisition Corp. Common Stock,15.63,0.14,0.9
XOG,"Extraction Oil & Gas, Inc.",0.2705,-0.0616,-18.55
BEEM,,18.58,-0.91,-4.67
ISTB,iShares Core 1-5 Year USD Bond ETF,51.48,0.03,0.06
DAX,Global X DAX Germany ETF,27.81,0.01,0.04
UCL,3883734,9.5,0.23,2.48
SAGE,"Sage Therapeutics, Inc.",78.06,-0.05,-0.06
POLA,"Polar Power, Inc.",2.6,-0.05,-1.89
PSTI,Pluristem Therapeutics Inc.,9.83,-0.31,-3.06
RBKB,"Rhinebeck Bancorp, Inc.",7.21,0.11,1.55
PKBK,"Parke Bancorp, Inc.",12.51,-0.36,-2.8
BWEN,"Broadwind Energy, Inc.",3.2,-0.02,-0.62
SAL,"Salisbury Bancorp, Inc.",36.12,-0.28,-0.77
RBNC,"Reliant Bancorp, Inc.",16.56,-0.45,-2.65
MDGL,"Madrigal Pharmaceuticals, Inc.",123.89,-3,-2.36
ACIA,"Acacia Communications, Inc.",68.44,-0.02,-0.03
GSUM,Gridsum Holding Inc.,1.76,-0.03,-1.68
WHFBZ,"WhiteHorse Finance, Inc. - 6.50",25.5099,0.1799,0.71
OSN,"Ossen Innovation Co., Ltd.",4.44,-0.01,-0.22
HIFS,Hingham Institution for Savings,207.04,-0.56,-0.27
BCPC,Balchem Corporation,100.94,0.11,0.11
ATVI,"Activision Blizzard, Inc.",78.81,-1.33,-1.66
VIAC,ViacomCBS Inc.,29.3,-1.99,-6.36
VLRX,"Valeritas Holdings, Inc.",,,0
HYMC,Hycroft Mining Holding Corporation,8.15,-0.02,-0.24
IMMP,Immutep Limited,2.01,0.08,4.15
OYST,"Oyster Point Pharma, Inc.",22.7,-0.27,-1.18
DSKE,"Daseke, Inc.",6.89,-0.025,-0.36
ESGR,Enstar Group Limited,182.73,2.53,1.4
MRNA,"Moderna, Inc.",72.45,0.97,1.36
COHR,"Coherent, Inc.",135.91,3.65,2.76
FKO,First Trust South Korea AlphaDEX Fund,20.2211,-0.2839,-1.38
BHTG,"BioHiTech Global, Inc.",1.22,0.02,1.67
ACTTU,Act II Global Acquisition Corp.,13,0,0
IMMR,Immersion Corporation,7.23,-0.35,-4.62
PIXY,"ShiftPixy, Inc.",2.13,-0.03,-1.39
BKEP,"Blueknight Energy Partners, L.P.",1.45,-0.05,-3.33
BOMN,Boston Omaha Corporation,16.86,0.07,0.42
NCTY,The9 Limited,2.33,-0.05,-2.1
ALPN,"Alpine Immune Sciences, Inc.",7.95,-0.04,-0.5
BLUE,"bluebird bio, Inc.",45.89,-2.94,-6.02
CENTA,Central Garden & Pet Company,36.77,0.25,0.68
SPFI,"South Plains Financial, Inc.",15.37,-0.04,-0.26
PECK,"The Peck Company Holdings, Inc.",7.47,0.02,0.27
CCMP,Cabot Microelectronics Corporation,160.11,-0.82,-0.51
NNBR,"NN, Inc.",5.65,-0.31,-5.2
GARS,Garrison Capital Inc.,3.88,0,0
CALA,"Calithera Biosciences, Inc.",3.9,0.17,4.56
QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,24.25,-0.09,-0.37
PFBC,Preferred Bank,34.15,-0.68,-1.95
CHW,Calamos Global Dynamic Income Fund,8.63,0.09,1.05
NHLD,National Holdings Corporation,1.83,-0.05,-2.66
ENSG,"The Ensign Group, Inc.",61.29,-1.03,-1.65
FCNCA,"First Citizens BancShares, Inc.",497.28,-6.49,-1.29
INTU,Intuit Inc.,352.26,1.3,0.37
HEES,"H&E Equipment Services, Inc.",22.66,0.08,0.35
VYGR,"Voyager Therapeutics, Inc.",10.98,-0.96,-8.04
PAEWW,"Gores Holdings III, Inc.",2.56,0,0
COLL,"Collegium Pharmaceutical, Inc.",19.65,-0.38,-1.9
TSCO,Tractor Supply Company,140.45,1.47,1.06
NKSH,"National Bankshares, Inc.",27.81,-0.45,-1.59
ISTR,Investar Holding Corporation,13.16,-0.7,-5.05
CACC,Credit Acceptance Corporation,312.36,1.25,0.4
PEBO,Peoples Bancorp Inc.,21.81,-0.75,-3.32
CONE,CyrusOne Inc.,73.83,0.24,0.33
COOP,Mr. Cooper Group Inc.,23.88,0.45,1.92
UCBI,"United Community Banks, Inc.",21.68,-0.36,-1.63
FDIV,First Trust Strategic Income ETF,45.92,-0.0606,-0.13
HTIA,"Healthcare Trust, Inc.",21.02,-0.32,-1.5
SILC,Silicom Ltd.,37.42,0.74,2.02
HZNP,Horizon Therapeutics Public Limited Company,75.47,-3.35,-4.25
TIGR,UP Fintech Holding Limited,4.97,0.25,5.3
INZY,"Inozyme Pharma, Inc.",23.7,-0.94,-3.81
QADA,QAD Inc.,44.61,-0.69,-1.52
LMB,"Limbach Holdings, Inc.",8.62,-0.27,-3.04
GXGXU,GX Acquisition Corp.,11.61,0,0
ROAD,"Construction Partners, Inc.",20.77,0.27,1.32
OTTW,"Ottawa Bancorp, Inc.",10.8,0.3017,2.87
WRLS,Pensare Acquisition Corp.,2.68,-1.19,-30.75
AFH,"Atlas Financial Holdings, Inc.",0.21,-0.1783,-45.92
VEON,VEON Ltd.,1.35,-0.02,-1.46
HOOK,HOOKIPA Pharma Inc.,10.38,-0.53,-4.86
DMXF,iShares ESG Advanced MSCI EAFE Index ETF,57.79,0.15,0.26
EBAY,eBay Inc.,50.69,1.28,2.59
GRBK,"Green Brick Partners, Inc.",20.96,-1.07,-4.86
SPEX,Spherix Incorporated,,,0
GWRS,"Global Water Resources, Inc.",11.28,0.28,2.55
SELF,"Global Self Storage, Inc.",3.98,0.01,0.25
AMRH,"AMERI Holdings, Inc.",1.29,-0.05,-3.73
RPRX,Royalty Pharma plc,40.24,0.11,0.27
EPZM,"Epizyme, Inc.",10.34,-3.21,-23.69
AKCA,"Akcea Therapeutics, Inc.",18.17,0,0
CIIC,CIIG Merger Corp.,10.15,0.06,0.59
KBWR,Invesco KBW Regional Banking ETF,36.701,-0.7289,-1.95
MTSI,"MACOM Technology Solutions Holdings, Inc.",43.26,1.83,4.42
BLCM,"Bellicum Pharmaceuticals, Inc.",2.83,-0.03,-1.05
LOB,"Live Oak Bancshares, Inc.",39.6,-1.15,-2.82
ANAT,American National Insurance Company,71.53,-0.72,-1
KSPN,Trans World Entertainment Corp.,10.4113,-0.3387,-3.15
MTSC,MTS Systems Corporation,26.75,0.73,2.81
OLBK,"Old Line Bancshares, Inc.",28.83,0,0
TMSR,TMSR Holding Company Limited,1.89,0.08,4.42
SGOC,"SGOCO Group, Ltd.",0.9201,-0.0299,-3.15
SRCE,1st Source Corporation,31.92,-1.13,-3.42
GLIBA,"GCI Liberty, Inc.",87.9,0.29,0.33
CDZI,Cadiz Inc.,9.46,-0.09,-0.94
LOVE,The Lovesac Company,25.3,-1.23,-4.64
HHT,"Huitao Technology Co., Ltd.",0.48,-0.0001,-0.02
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,51.8878,0.1478,0.29
SRGA,"Surgalign Holdings, Inc.",1.81,0.01,0.56
FTAC,FinTech Acquisition Corp. III,11.37,0.37,3.36
NYMTO,"New York Mortgage Trust, Inc.",20.6,-0.13,-0.63
FCA,First Trust China AlphaDEX Fund,27.8601,-0.0049,-0.02
IGIC,International General Insurance Holdings Ltd.,7.31,0.31,4.43
HUIZ,Huize Holding Limited,7.49,0.28,3.88
MITK,"Mitek Systems, Inc.",14.76,0.34,2.36
TLGT,"Teligent, Inc.",0.5075,-0.0045,-0.88
MTBCP,"MTBC, Inc.",25.24,-0.08,-0.32
DRTT,DIRTT Environmental Solutions Ltd.,1.44,0,0
EQOS,Diginex Limited,7.46,-0.08,-1.06
OXSQZ,Oxford Square Capital Corp. - 6,24.08,0,0
ACHC,"Acadia Healthcare Company, Inc.",38.29,-0.28,-0.73
CELH,"Celsius Holdings, Inc.",23.72,-0.14,-0.59
PYZ,Invesco DWA Basic Materials Momentum ETF,61.9778,0.4458,0.72
DNJR,Golden Bull Limited,4.9,0.61,14.22
DRRX,DURECT Corporation,1.71,0.02,1.18
URBN,"Urban Outfitters, Inc.",23.73,-0.46,-1.9
OPESW,Opes Acquisition Corp WT,1.48,-0.06,-3.9
FJP,First Trust Japan AlphaDEX Fund,48.92,0.185,0.38
AEGN,Aegion Corporation,14.04,-0.35,-2.43
ROKU,"Roku, Inc.",253.36,28.3,12.57
SRRA,"Sierra Oncology, Inc.",14.05,0.28,2.03
STRS,Stratus Properties Inc.,22.95,-0.03,-0.13
SFTTW,,3.11,0.03,0.97
ALGS,"Aligos Therapeutics, Inc.",15.09,0.45,3.07
QRVO,"Qorvo, Inc.",147.27,0.58,0.4
TIBR,Tiberius Acquisition Corporation,8.32,1.15,16.04
AXSM,"Axsome Therapeutics, Inc.",67.46,-2.05,-2.95
ISSC,"Innovative Solutions and Support, Inc.",6.1,0.02,0.33
NUVA,"NuVasive, Inc.",43.41,-1.27,-2.84
OTLK,"Outlook Therapeutics, Inc.",0.82,-0.0099,-1.19
PODD,Insulet Corporation,257.01,1.33,0.52
TDAC,Trident Acquisitions Corp.,10.81,0.05,0.46
RBCN,"Rubicon Technology, Inc.",8.43,0.01,0.12
NPA,New Providence Acquisition Corp.,10.01,-0.14,-1.38
ESPR,"Esperion Therapeutics, Inc.",25.25,-1.87,-6.9
CDXC,ChromaDex Corporation,4.49,-0.04,-0.88
MNST,Monster Beverage Corporation,83.26,-0.42,-0.5
FRPT,"Freshpet, Inc.",135.26,-1.36,-1
CPAAU,Conyers Park II Acquisition Corp.,9.91,-0.24,-2.36
QURE,uniQure N.V.,40.98,-0.94,-2.24
GRTX,"Galera Therapeutics, Inc.",10.2,-0.27,-2.58
AMHCU,Amplitude Healthcare Acquisition Corporation,10.2,0,0
GCBC,"Greene County Bancorp, Inc.",22.4,-0.53,-2.31
SVA,Sinovac Biotech Ltd.,6.47,0,0
HMSY,HMS Holdings Corp.,27.65,2.44,9.68
CORV,Correvio Pharma Corp.,0.4199,0,0
ROSEW,Rosehill Resources Inc. Warrants,0.0147,0.0007,5
SQFT,"Presidio Property Trust, Inc.",3.245,0.245,8.17
PAACU,Proficient Alpha Acquisition Corp.,9.99,-0.15,-1.48
RARE,Ultragenyx Pharmaceutical Inc.,111.42,-2.99,-2.61
VIVE,"Viveve Medical, Inc.",0.49,-0.0075,-1.51
MCEF,First Trust Municipal CEF Income Opportunity ETF,19.36,0.025,0.13
SBRA,"Sabra Health Care REIT, Inc.",13.73,-0.58,-4.05
LILRV,Liberty Latin America Ltd.,2.05,-0.35,-14.58
CCLP,CSI Compressco LP,0.7766,0.0022,0.28
VIAV,Viavi Solutions Inc.,13,-0.03,-0.23
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,52.06,-0.01,-0.02
SNUG,Alpha Architect ETF Trust - Merlyn.AI Tactical Growth and Income ETF,26.3466,-0.0173,-0.07
AOBC,American Outdoor Brands Corporation,11.82,1.03,9.55
ALOT,"AstroNova, Inc.",8.23,0.21,2.62
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,21.3361,0.0799,0.38
EAST,"Eastside Distilling, Inc.",1.39,-0.08,-5.44
CFBK,Central Federal Corporation,13.88,-0.44,-3.07
YY,JOYY Inc.,100.83,1.01,1.01
BMRC,Bank of Marin Bancorp,29.9,-0.74,-2.42
MBNKP,Medallion Bank,18.245,-0.245,-1.33
SBLK,Star Bulk Carriers Corp.,6.61,0.26,4.09
WETF,"WisdomTree Investments, Inc.",3.77,-0.09,-2.33
DOCU,"DocuSign, Inc.",231.69,-5.08,-2.15
SBLKZ,Star Bulk Carriers Corp. 8.30% SR NT 22,25.5,0.1,0.39
NTUS,Natus Medical Incorporated,19.54,0.08,0.41
SBCF,Seacoast Banking Corporation of Florida,20.55,-0.43,-2.05
